INCIDENT INFO,START_DT,QUADRANT,Longitude,Latitude,DESCRIPTION_CLEAN
 Parkdale Boulevard and 27 Street NW ,2024-06-19 14:36:46,NW,-114.12551976684,51.05417354685,Pedestrian incident - EMS dispatched
 210 Aspen Glen LD SW ,2024-06-16 19:01:33,SW,-114.20553028441,51.03887773702,Pedestrian incident - EMS on site
 Eastbound 17 Avenue at 68 Street SE ,2024-06-16 09:37:44,SE,-113.9355298178,51.03786598476,Pedestrian incident - EMS on site
 3412 27 Street NE ,2024-06-15 16:51:25,NE,-113.99393918592,51.08333665421,Pedestrian incident - EMS on site
 15 Avenue at Macleod Trail SE ,2024-06-14 12:16:44,SE,-114.05861577622,51.03843110637,Pedestrian incident - EMS on site
 17 Avenue and Barlow Trail SE ,2024-06-12 16:44:23,SE,-113.99796901856,51.03781965192,Pedestrian incident - EMS dispatched
 14 Avenue and 2 Street SW ,2024-06-12 08:35:23,SE,-114.0683689753,51.03966819039,Pedestrian incident - EMS on site
 10 Avenue and 16 Street SW ,2024-06-11 23:53:01,SW,-114.09917625779,51.04433380853,Pedestrian incident - EMS dispatched
 17 Avenue and Costello Boulevard SW ,2024-06-06 06:42:07,SW,-114.17014704139,51.03788801793,Pedestrian incident - EMS on site
 Silverado Wy and Silverado Saddle Cr SW ,2024-06-05 14:42:31,SW,-114.07941419262,50.88150538848,Pedestrian incident - EMS on site
 1 Street and 10 Avenue SW ,2024-06-04 11:07:16,SE,-114.06566159705,51.04339518061,Pedestrian incident - EMS dispatched
 Symons Valley Py and Evanston Drive NW ,2024-06-04 07:04:42,NW,-114.10831775138,51.17351936567,Pedestrian incident - EMS dispatched
 20 Street and 44 Avenue SW ,2024-06-03 15:45:38,SW,-114.10932279978,51.0142352214,Pedestrian incident - EMS dispatched
 Southbound 14 Street and 14 Avenue SW ,2024-06-03 08:39:56,SW,-114.09471000421,51.04041493017,Pedestrian incident - EMS on site
 Carrington Pz and 140 Avenue NW ,2024-06-02 17:44:27,NW,-114.09184995223,51.18151894272,Pedestrian incident - EMS on site
 Everridge Drive and Eversyde Ci SW ,2024-06-02 13:50:23,SW,-114.10607036787,50.91126509111,Pedestrian incident - EMS on site
 Erin Woods Drive and Erin Croft Cr SE ,2024-06-01 16:25:26,SE,-113.9668294964,51.02396202,Pedestrian incident - EMS on site
 Chaparral Valley Drive and 194 Avenue SE ,2024-06-01 13:59:40,SE,-114.01338954168,50.87766458914,Pedestrian incident - EMS on site
 4 Street and 8 Avenue SW ,2024-05-31 17:09:22,NW,-114.07153800835,51.04621208092,Pedestrian incident - EMS on site
 Country Village Road and Country Village Li NE ,2024-05-31 09:27:33,NE,-114.06818493779,51.16035172738,Pedestrian incident - EMS on site
 Northbound Macleod Trail and 15 Avenue SE ,2024-05-30 11:59:18,SE,-114.05861577622,51.03843110637,Pedestrian incident - EMS on site
 9 Avenue and 14 Street SE ,2024-05-29 17:15:29,SE,-114.02897397939,51.0391661577,Pedestrian incident - EMS dispatched
 16 Avenue and Centre Street N ,2024-05-28 21:17:45,NE,-114.06292870758,51.06702885457,Pedestrian incident - EMS on site
 16 Avenue and Centre Street N ,2024-05-28 21:17:45,NE,-114.06251036661,51.06637957319,Pedestrian incident - EMS on site
 50 Street and 110 Avenue SE ,2024-05-28 18:39:14,SE,-113.96160409395,50.95396262686,Pedestrian incident - EMS on site
 Silverado Range Pl and Silverado Range Ht SW ,2024-05-26 19:12:35,SW,-114.07209667118,50.88483238593,Pedestrian incident - EMS dispatched
 Carringham Wy south of Carringham Gate NW ,2024-05-21 17:25:42,NW,-114.09195742909,51.18514487158,Pedestrian incident - EMS dispatched
 Edgebrook Drive north of Edgebrook Cl NW ,2024-05-21 15:56:01,NW,-114.13445860217,51.13235317945,Pedestrian incident - EMS dispatched
 Northbound Macleod Trail at 11 Avenue SE ,2024-05-19 00:55:22,SE,-114.05833751588,51.04223336658,Pedestrian incident - EMS on site
 Memorial Drive and 47 Street SE ,2024-05-18 00:22:06,NE,-113.96359985563,51.05278469266,Pedestrian incident - EMS on site
 Taracove Estate Drive and Taravista Drive NE ,2024-05-17 20:23:53,NE,-113.94052800983,51.12134626523,Pedestrian incident - EMS dispatched
 68 Avenue and 44 Street SE ,2024-05-17 17:15:54,SE,-113.97012845343,50.9940864264,Pedestrian incident - EMS dispatched
 Ranchero Drive and Ranchlands Boulevard NW ,2024-05-15 09:46:32,NW,-114.19400023279,51.12052391746,Pedestrian incident - EMS on site
 Redstone Drive and Redstone Boulevard NE ,2024-05-14 20:27:06,NE,-113.95121564739,51.16847638204,Pedestrian incident - EMS dispatched
 12 Avenue and 1 Street SE ,2024-05-12 23:41:33,SE,-114.06086535469,51.04135755573,Pedestrian incident - EMS on site
 Saddleridge Drive and Saddleridge Cl NE ,2024-05-12 19:26:18,NE,-113.95238873209,51.13137330978,Pedestrian incident - EMS on site
 26 Avenue at 37 Street SE ,2024-05-10 09:00:00,SE,-113.9801835033,51.03052730274,Pedestrian incident - EMS on site
 Northbound Centre Street at 3 Avenue SE ,2024-05-10 08:27:27,NE,-114.06268466006,51.05028258942,Pedestrian incident - EMS on site
 Valleyview Road and 19 Street NE ,2024-05-09 16:15:53,NE,-114.01343869733,51.07103266903,Pedestrian incident - EMS on site
 9 Avenue and 1 Street SE ,2024-05-07 13:24:43,SE,-114.06076708123,51.04449960981,Pedestrian incident - EMS on site
 Mcdougall Road and 12 Street NE ,2024-05-03 13:26:40,NE,-114.03368364533,51.05088885542,Pedestrian incident - EMS on site
 20 Avenue and 12 Street NW ,2024-05-03 07:52:38,NW,-114.08979771745,51.07052753318,Pedestrian incident - EMS on site
 1 Street and 15 Avenue SE ,2024-05-02 17:15:22,SE,-114.06107152423,51.03851911709,Pedestrian incident - EMS on site
 52 Street and Mahogany Road SE ,2024-05-02 09:08:07,SE,-113.94247604838,50.8938478913,Pedestrian incident - EMS on site
 Elbow Drive and 75 Avenue SW ,2024-05-01 19:08:12,SW,-114.08313267326,50.98601954493,Pedestrian incident - EMS on site
 University Avenue and Mclaurin Street NW ,2024-05-01 12:14:53,NW,-114.14783823947,51.07751951803,Pedestrian incident - EMS on site
 Eastbound 17 Avenue and 47 Street SE ,2024-04-29 21:58:57,SE,-113.9657581294,51.03791551835,Pedestrian incident - EMS on site
 1 Street at 9 Avenue SW ,2024-04-28 22:24:56,SE,-114.06556986446,51.04468049458,Pedestrian incident - EMS on site
 46 Street and Savanna Boulevard NE ,2024-04-28 02:37:06,NE,-113.96553103978,51.13502509065,Pedestrian incident - EMS on site
 46 Street and Savanna Boulevard NE ,2024-04-28 02:37:06,NE,-113.96600892332,51.13491789476,Pedestrian incident - EMS on site
 Southbound 4 Street and 24 Avenue NE ,2024-04-26 12:49:56,NE,-114.05249381122,51.0742644168,Pedestrian incident - EMS on site
 Applewood Wy and Applecrest Cr SE ,2024-04-25 17:03:28,NE,-113.93229553119,51.0463955974,Pedestrian incident - EMS on site
 88 Avenue and 60 Street NE ,2024-04-24 18:49:55,NE,-113.94680818684,51.13255384622,Pedestrian incident - EMS dispatched
 Eastbound 5 Avenue at 1 Street SE ,2024-04-23 16:32:02,NE,-114.06037546074,51.04831954967,Pedestrian incident - EMS on site
 Westbound 17 Avenue and 36 Street SE ,2024-04-22 14:10:31,SE,-113.98168340998,51.03774856375,Pedestrian incident - EMS on site
 Centre Street and Samis Road NE ,2024-04-21 02:18:24,NE,-114.06243888787,51.0552438787,Pedestrian incident - EMS on site
 Northbound 36 Street and Memorial Drive SE ,2024-04-20 20:55:37,NE,-113.98151993567,51.04832415307,Pedestrian incident - EMS on site
 26 Avenue and 14 Street SW ,2024-04-20 12:34:08,SW,-114.09468340186,51.03044073421,Pedestrian incident - EMS dispatched
 Rundlehorn Drive and 56 Street NE ,2024-04-19 22:00:24,NE,-113.95255914764,51.07155699402,Pedestrian incident - EMS on site
 5 Avenue at 5 Street SW ,2024-04-16 08:44:13,NW,-114.07325252586,51.04868508265,Pedestrian incident - EMS on site
 5 Avenue at 6 Street SW ,2024-04-16 08:26:47,NW,-114.07610759021,51.04876353673,Pedestrian incident - EMS dispatched
 Sarcee Trail and Citadel Blvd NW ,2024-04-13 20:35:55,NW,-114.16826248504,51.14465079934,Pedestrian incident - EMS dispatched
 1 Street and 6 Avenue SW ,2024-04-11 15:21:52,NE,-114.06534898435,51.04753036337,Pedestrian incident - EMS on site
 Erin Woods Drive and 52 Street SE ,2024-04-10 20:53:58,SE,-113.95881222014,51.01910328577,Pedestrian incident - EMS on site
 Anderson Road and Elbow Drive SW ,2024-04-09 09:40:54,SW,-114.08597545166,50.95059162174,Pedestrian incident - EMS on site
 Crowfoot Crescent and Crowfoot Wy NW ,2024-04-04 07:34:26,NW,-114.207078274,51.1255557278,Pedestrian incident - EMS on site
 Castleridge Boulevard and Westwinds Drive NE ,2024-04-02 14:05:57,NE,-113.96678021784,51.10861765148,Pedestrian incident - EMS on site
 Shawville Gate and Shawville Li SE ,2024-04-02 01:26:22,SE,-114.06814445901,50.89852351934,Pedestrian incident - EMS on site
 Westbound 17 Avenue and 11 Street SW ,2024-03-30 15:34:49,SW,-114.09004531408,51.03781770437,Pedestrian incident - EMS on site
 Northbound Macleod Trail and 6 Avenue SE ,2024-03-27 10:10:18,NE,-114.05797580066,51.04730627363,Pedestrian incident - EMS on site
 Sun Valley Drive and Sun Valley Boulevard SE ,2024-03-26 08:42:58,SE,-114.04443589682,50.9066380448,Pedestrian incident - EMS on site
 57 Avenue and 10 Street NE ,2024-03-25 10:31:14,NE,-114.03882521433,51.10724752236,Pedestrian incident - EMS on site
 Macleod Trail and Glenmore Trail SW ,2024-03-24 06:55:09,SW,-114.07203700315,50.99442762955,Pedestrian incident - EMS on site
 Westbound 32 Avenue at 19 Street NE ,2024-03-20 18:54:50,NE,-114.01224775217,51.08154533666,Pedestrian incident - EMS on site
 17 Avenue and 35 Street SW ,2024-03-18 23:06:19,SW,-114.13831846377,51.03780596235,Pedestrian incident - EMS dispatched
 Ulrich Road and 24 Avenue NW ,2024-03-18 09:07:01,NW,-114.1387201628,51.07433935282,Pedestrian incident - EMS on site
 45 Street and 17 Avenue SE ,2024-03-16 13:10:49,SE,-113.96859911849,51.0377400273,Pedestrian incident - EMS dispatched
 Woodpark Pl and Woodpark Road SW ,2024-03-15 16:21:18,SW,-114.10679000552,50.94573411088,Pedestrian incident - EMS on site
 24 Street South of 86 Avenue SE ,2024-03-15 07:00:51,SE,-113.99996198023,50.97615581336,Pedestrian incident - EMS dispatched
 24 Street South of 86 Avenue SE ,2024-03-15 07:00:51,SE,-113.99990772744,50.97608937842,Pedestrian incident - EMS dispatched
 24 Street South of 86 Avenue SE ,2024-03-15 07:00:51,SE,-114.00005681564,50.97581374996,Pedestrian incident - EMS dispatched
 Falconridge Boulevard and Taracova Estate Drive NE ,2024-03-14 17:31:40,NE,-113.94731949886,51.1189030873,Pedestrian incident - EMS on site
 2 Street and 7 Avenue SW ,2024-03-09 19:26:11,NE,-114.06790162001,51.04663326144,Pedestrian incident - EMS on site
 Sait Wy and Sait Avenue NW ,2024-03-08 19:57:19,NW,-114.09215373166,51.06362475577,Pedestrian incident - EMS on site
 68 Street and 26 Avenue NE ,2024-02-28 17:11:18,NE,-113.93557810298,51.07614358962,Pedestrian incident - EMS on site
 Skyview Ranch Drive and Skyview Ranch Street NE ,2024-02-27 08:15:04,NE,-113.95537191121,51.15805888281,Pedestrian incident - EMS on site
 12 Avenue and Centre Street N ,2024-02-26 18:03:43,NE,-114.06252283218,51.06334760938,Pedestrian incident - EMS on site
 Centre Street and 43 Avenue NE ,2024-02-26 16:02:05,NE,-114.06243647958,51.09141641453,Pedestrian incident - EMS dispatched
 Riverfront Avenue and 4 Avenue SE ,2024-02-22 07:43:07,NE,-114.05283790658,51.04937095288,Pedestrian incident - EMS on site
 Northbound 4 Street and 9 Avenue SE ,2024-02-17 18:01:04,SE,-114.05321358623,51.04428277472,Pedestrian incident - EMS on site
 Westbound 16 Avenue and Edmonton Trail NE ,2024-02-17 16:13:08,NE,-114.05616755207,51.06684261603,Pedestrian incident - EMS on site
 4 Street at 12 Avenue SW ,2024-02-15 23:46:38,SW,-114.07148080218,51.04165908446,Pedestrian incident - EMS on site
 24 Avenue and 19 Street NW ,2024-02-12 14:30:22,NW,-114.10629804676,51.07427659996,Pedestrian incident - EMS on site
 Skyview Ci and Skyview Ranch Drive NE ,2024-02-11 19:30:12,NE,-113.95063376716,51.1566148741,Pedestrian incident - EMS on site
 162 Avenue and 24 Street SW ,2024-02-10 18:55:21,SW,-114.11707183497,50.90674081629,Pedestrian incident - EMS on site
 Saddlestone Gr and Saddlebrook Drive NE ,2024-02-07 07:31:55,NE,-113.92943556957,51.1274681365,Pedestrian incident - EMS on site
 Saddletowne Circle and 60 Street NE ,2024-02-05 19:11:36,NE,-113.94715202976,51.12659866002,Pedestrian incident - EMS on site
 17 Avenue and 1 Street SW ,2024-02-02 07:48:43,SE,-114.0660638084,51.03783174285,Pedestrian incident - EMS on site
 33 Street and 40 Avenue NW ,2024-01-31 18:27:09,NW,-114.13651649614,51.08772632523,Pedestrian incident - EMS on site
 Southbound 9 Street and 8 Avenue SW ,2024-01-30 16:54:12,NW,-114.08369885722,51.04613001959,Pedestrian incident - EMS on site
 Westbound 16 Avenue and 19 Street NW ,2024-01-29 20:53:36,NW,-114.10635021701,51.06690536115,Pedestrian incident - EMS on site
 Centre Street and 3 Avenue SE ,2024-01-29 08:31:34,NE,-114.06268466006,51.05028258942,Pedestrian incident - EMS dispatched
 15 Avenue at 1 Street SE ,2024-01-27 11:20:36,SE,-114.06107152423,51.03851911709,Pedestrian incident - EMS on site
 23 Avenue west of Crowchild Trail NW ,2024-01-25 06:46:05,NW,-114.11873205119,51.070966494,Pedestrian incident - EMS dispatched
 1700 14 AV NW ,2024-01-17 17:57:42,NW,-114.10110804586,51.06519028256,Pedestrian incident - EMS dispatched
 61 Avenue and 1A Street SW ,2024-01-10 17:45:47,SE,-114.06764646483,50.99764501008,Pedestrian incident - EMS dispatched
 Brentwood Road and Blakiston Drive NW ,2024-01-08 09:11:02,NW,-114.13268996156,51.08897337277,Pedestrian incident - EMS on site
 Country Hills Drive and Country Hills Wy NW ,2024-01-08 07:49:42,NE,-114.06728164435,51.15048377758,Pedestrian incident - EMS on site
 17 Avenue and 17 Street SW ,2024-01-03 18:21:36,SW,-114.10159786927,51.03782980808,Pedestrian incident - EMS on site
 Centre Street and Beddington Boulevard NE ,2024-01-03 17:28:45,NW,-114.07134971023,51.12513269918,Pedestrian incident - EMS on site
 Northbound Macleod Trail at 61 Avenue SW ,2024-01-01 20:51:58,SW,-114.07167772322,50.9977463489,Pedestrian incident - EMS on site
 Southbound Sarcee Trail and Bow Trail SW ,2024-01-01 06:56:43,NW,-114.16433705135,51.05274243773,Pedestrian incident - EMS on site
 37 Street and 26 Avenue SW ,2023-12-29 15:15:13,SW,-114.14113392099,51.03005189892,Pedestrian incident - EMS on site
 Sunridge Wy and 34 Street NE ,2023-12-29 09:52:42,NE,-113.98449094459,51.06923078816,Pedestrian incident - EMS on site
 26 Avenue and 32 Street NE ,2023-12-24 15:57:34,NE,-113.98865042538,51.07786460324,Pedestrian incident - EMS on site
 Westbound 17 Avenue and 33 Street SW ,2023-12-24 14:17:03,SW,-114.13547175821,51.03780794828,Pedestrian incident - EMS on site
 16 Avenue and 47 Street SE ,2023-12-24 13:20:31,SE,-113.96644090977,51.03938149396,Pedestrian incident - EMS on site
 Southbound 14 Street at Cromwell Avenue NW ,2023-12-23 07:43:30,NW,-114.09474217865,51.08609969588,Pedestrian incident - EMS on site
 15 Avenue east of 1 Street SE ,2023-12-21 12:56:03,SE,-114.06021908925,51.03782159568,Pedestrian incident - EMS on site
 2 Avenue and Centre Street S ,2023-12-20 16:06:24,NE,-114.06211687695,51.05124245577,Pedestrian incident - EMS on site
 Northbound 52 Street and 61 Avenue SE ,2023-12-20 15:31:30,SE,-113.95905579498,50.99903906199,Pedestrian incident - EMS on site
 Northbound 14 Street and Northmount Drive NW ,2023-12-19 18:42:38,NW,-114.09482658397,51.08298263777,Pedestrian incident - EMS on site
 32 Avenue and 69 Street NW ,2023-12-19 17:48:59,NW,-114.18759684312,51.08156816095,Pedestrian incident - EMS on site
 Bonaventure Drive and Willow Park Drive SE ,2023-12-19 17:09:39,SE,-114.06901636077,50.9578629171,Pedestrian incident - EMS on site
 Shaganappi Trail and Sage Valley Drive NW ,2023-12-19 07:20:35,NW,-114.16033862344,51.18007890286,Pedestrian incident - EMS on site
 Saddlebrook Drive north of 80 Avenue NE ,2023-12-18 07:35:31,NE,-113.92951888874,51.12688440166,Pedestrian incident - EMS on site
 Westbound 17 Avenue and 33 Street SE ,2023-12-15 15:44:37,SE,-113.98690951008,51.03796771672,Pedestrian incident - EMS on site
 26 Avenue and 22 Street SW ,2023-12-15 07:55:54,SW,-114.11434927102,51.03041982037,Pedestrian incident - EMS on site
 36 Street at Whitehorn Drive NE ,2023-12-14 23:05:05,NE,-113.98196350279,51.0849655173,Pedestrian incident - EMS on site
 Northbound Macleod Trail and 15 Avenue SE ,2023-12-14 00:08:06,SE,-114.05861577622,51.03843110637,Pedestrian incident - EMS on site
 Falconridge Boulevard and Castleridge Boulevard NE ,2023-12-13 14:06:20,NE,-113.95846086288,51.09979974963,Pedestrian incident - EMS on site
 Eastbound 8 Avenue approaching 4 Street SW ,2023-12-13 08:03:28,NW,-114.07282809705,51.04577717,Pedestrian incident - EMS on site
 4 Street and 40 Avenue NW ,2023-12-12 19:41:36,NW,-114.07287562881,51.08750930863,Pedestrian incident - EMS on site
 Temple Drive and 58 Street NE ,2023-12-12 13:01:43,NE,-113.94886607621,51.09240303545,Pedestrian incident - EMS on site
 Eastbound Old Banff Coach Road and 77 Street SW ,2023-12-10 10:08:10,NW,-114.19944184938,51.06695899241,Pedestrian incident - EMS on site
 37 Street and 17 Avenue SW ,2023-12-07 07:09:25,SW,-114.14121119016,51.03779279409,Pedestrian incident - EMS dispatched
 31a Street and 30 Avenue SE ,2023-12-07 00:44:03,SE,-113.98742722511,51.02695038291,Pedestrian incident - EMS on site
 Westwinds Cr and Castleridge Boulevard NE ,2023-12-06 18:08:18,NE,-113.96980077298,51.10556406165,Pedestrian incident - EMS dispatched
 Madigan Drive and Manora Drive NE ,2023-12-06 17:47:02,NE,-113.95266403252,51.06259601456,Pedestrian incident - EMS dispatched
 32 Avenue at Rundlelawn Road NE ,2023-12-06 17:24:38,NE,-113.97838445935,51.08117756077,Pedestrian incident - EMS on site
 32 Avenue at Rundlelawn Road NE ,2023-12-06 17:24:38,NE,-113.97835036212,51.08145668392,Pedestrian incident - EMS on site
 Whitehorn Drive and 36 Street NE ,2023-12-06 13:22:52,NE,-113.98161785483,51.08485462082,Pedestrian incident - EMS on site
 36 Street and Whitehorn Drive NE ,2023-12-06 13:22:52,NE,-113.9816221053,51.08493391039,Pedestrian incident - EMS on site
 Richmond Road and 40 Street SW ,2023-12-05 20:32:09,SW,-114.14528154877,51.02114290005,Pedestrian incident - EMS on site
 Beacon Hill Costco  ,2023-12-05 16:21:17,NW,-114.15653287346,51.15476633592,Pedestrian incident - EMS dispatched
 Marlborough Way north of Memorial Drive E ,2023-12-05 08:56:38,NE,-113.97695328998,51.05472636171,Pedestrian incident - EMS on site
 Southbound 8 Street at 10 Avenue SW ,2023-12-04 20:31:03,SW,-114.08138968234,51.04383756004,Pedestrian incident - EMS on site
 69 Street and Springbank Boulevard SW ,2023-12-01 17:35:42,SW,-114.19146270635,51.01750741724,Pedestrian incident - EMS on site
 Castleridge Boulevard and Westwinds Drive NE ,2023-11-28 13:51:23,NE,-113.96645633829,51.10842428188,Pedestrian incident - EMS dispatched
 2 Street and 57 Avenue SW ,2023-11-26 16:17:25,SE,-114.06860685216,51.00251027111,Pedestrian incident - EMS dispatched
 5658 Signal Hill Centre SW ,2023-11-24 18:11:41,SW,-114.16971036826,51.0189337302,Pedestrian incident - EMS dispatched
 51 Street and Glenbrook Pl SW ,2023-11-24 17:20:38,SW,-114.16100905869,51.02172586237,Pedestrian incident - EMS dispatched
 Centre Street and 8 Avenue NE ,2023-11-23 20:10:42,NE,-114.06253542003,51.05977212603,Pedestrian incident - EMS on site
 21 Street and 54 Avenue SW ,2023-11-23 20:08:57,SW,-114.11190287271,51.00500592739,Pedestrian incident - EMS on site
 12 Street and 16 Avenue SW ,2023-11-22 18:18:59,SW,-114.09163748263,51.03842821902,Pedestrian incident - EMS on site
 Southbound Macleod Trail and Shawnessy Boulevard SW ,2023-11-22 07:18:13,SE,-114.06857480789,50.91490169395,Pedestrian incident - EMS on site
 Edmonton Trail and 31 Avenue NE ,2023-11-20 15:28:24,NE,-114.05481302851,51.08051333989,Pedestrian incident - EMS on site
 New Brighton Drive and 52 Street SE ,2023-11-20 09:19:50,SE,-113.95818794201,50.92539192368,Pedestrian incident - EMS dispatched
 20 Panatella Drive NW ,2023-11-19 19:57:18,NW,-114.07405849043,51.1654035209,Pedestrian incident - EMS dispatched
 Northmount Drive and Charleswood Drive NW ,2023-11-18 17:22:29,NW,-114.11742140872,51.08926514741,Pedestrian incident - EMS on site
 4A Street and 47 Avenue SW ,2023-11-17 15:36:46,SW,-114.07397198615,51.0113967343,Pedestrian incident - EMS dispatched
 Westbound Memorial Drive at and Marlborough Way NE ,2023-11-17 07:04:42,NE,-113.97724354123,51.05271973344,Pedestrian incident - EMS on site
 Westbound Memorial Drive at and Marlborough Way NE ,2023-11-17 07:04:42,NE,-113.97719075283,51.0527502882,Pedestrian incident - EMS on site
 Westbound Memorial Drive at and Marlborough Way NE ,2023-11-17 07:04:42,NE,-113.97730400429,51.05274509621,Pedestrian incident - EMS on site
 5 Avenue at 3 Street SE ,2023-11-12 19:33:32,NE,-114.05544461034,51.04820018187,Pedestrian incident - EMS on site
 Westbound McKnight Boulevard and Trelle Drive NE ,2023-11-10 21:50:42,NE,-114.05818001549,51.09612056084,Pedestrian incident - EMS on site
 8 Street and 8 Avenue SW ,2023-11-09 15:44:25,NW,-114.08123855993,51.04606028716,Pedestrian incident - EMS on site
 3 Street south of 5 Avenue SE ,2023-11-09 08:00:29,NE,-114.05553188083,51.04795238351,Pedestrian incident - EMS dispatched
 Westbound 16 Avenue and 7 Street NW ,2023-11-03 18:27:52,NW,-114.07891435328,51.06698993971,Pedestrian incident - EMS on site
 10 Avenue and 5 Street SW ,2023-11-03 13:57:26,SW,-114.0740119008,51.0436307565,Pedestrian incident - EMS on site
 6 Avenue and 8 Street SW ,2023-11-01 15:10:42,NW,-114.08111752543,51.0479621489,Pedestrian incident - EMS on site
 Southbound Sarcee Trail at Richmond Road SW ,2023-11-01 11:13:02,SW,-114.16612033983,51.01776239613,Pedestrian incident - EMS on site
 Northbound 14 Street and Roselawn Cr NW ,2023-11-01 07:31:59,NW,-114.09455630009,51.07676864962,Pedestrian incident - EMS dispatched
 Southbound 14 Street at Cromwell Avenue NW ,2023-11-01 07:31:59,NW,-114.09482044812,51.08458900781,Pedestrian incident - EMS dispatched
 Acadia Drive and Lake Bonavista Drive SE ,2023-11-01 07:06:48,SE,-114.04818087046,50.93747685178,Pedestrian incident - EMS dispatched
 6 Avenue and 4 Street SE ,2023-10-31 16:38:13,NE,-114.05306185795,51.04715668133,Pedestrian incident - EMS dispatched
 Tuscany Boulevard and Tuscany Wy NW ,2023-10-30 08:37:29,NW,-114.24645568644,51.12390655011,Pedestrian incident - EMS dispatched
 Elbow Drive and Southglen Drive SW ,2023-10-25 14:53:48,SW,-114.08479489661,50.95456583092,Pedestrian incident - EMS dispatched
 120 Avenue and Canterbury Drive SW ,2023-10-25 00:51:59,SW,-114.07559966351,50.94509537109,Pedestrian incident - EMS on site
 Cranston Avenue and Cranbrook Gardens SE ,2023-10-23 07:52:57,SE,-113.97221339431,50.86295476425,Pedestrian incident - EMS on site
 11 Avenue and 1 Street SW ,2023-10-21 18:24:11,SE,-114.06572815405,51.04246119942,Pedestrian incident - EMS on site
 10 Avenue east of 5 Street SW ,2023-10-21 00:53:01,SW,-114.07300046136,51.04356738569,Pedestrian incident - EMS dispatched
 10 Avenue b/w 4 Street SW and 2 Street SW ,2023-10-21 00:53:01,SE,-114.0703469896,51.04352577226,Pedestrian incident - EMS dispatched
 17 Avenue and 11 Street SW ,2023-10-20 10:05:35,SW,-114.09004531408,51.03781770437,Pedestrian incident - EMS on site
 Eastbound Memorial Drive east of Barlow Trail E ,2023-10-19 20:42:05,NE,-113.99426936877,51.04703023342,Pedestrian incident - EMS dispatched
 Southbound 36 Street at 8 Avenue NE ,2023-10-19 11:56:45,NE,-113.98192032098,51.05952927103,Pedestrian incident - EMS on site
 Country Hills Boulevard and Country Hills Drive NW ,2023-10-18 10:57:48,NW,-114.07745166678,51.14757079713,Pedestrian incident - EMS on site
 Taradale Drive and Taravista Drive NE ,2023-10-16 16:25:10,NE,-113.92987986557,51.1216192234,Pedestrian incident - EMS dispatched
 Canyon Meadows Drive and Parkland Boulevard SE ,2023-10-16 06:35:53,SE,-114.03860677096,50.93017260528,Pedestrian incident - EMS on site
 61 Avenue and 3 Street SW ,2023-10-14 15:21:52,SE,-114.06959206249,50.99764188966,Pedestrian incident - EMS on site
 Bowness Road and 46 Street NW ,2023-10-13 14:20:47,NW,-114.16053527784,51.07264033696,Pedestrian incident - EMS on site
 7 Avenue at Macleod Trail SE ,2023-10-12 21:41:26,NE,-114.05804419606,51.04634586675,Pedestrian incident - EMS on site
 Eastbound 9 Avenue and 5 Street SW ,2023-10-12 06:59:31,SW,-114.07400937239,51.04490783991,Pedestrian incident - EMS on site
 4 Street and 2 Avenue NE ,2023-10-11 15:46:34,NE,-114.0517031353,51.0546769249,Pedestrian incident - EMS on site
 1 Street at 3 Avenue SE ,2023-10-11 14:09:34,NE,-114.06023258676,51.05021088217,Pedestrian incident - EMS on site
 Somervale Drive and Somervale Link SW ,2023-10-10 15:17:53,SW,-114.07259315768,50.90051373216,Pedestrian incident - EMS on site
 12 Avenue and 10 Street SW ,2023-10-09 19:46:35,SW,-114.08644198838,51.04207769741,Pedestrian incident - EMS on site
 10 Avenue and 17 Street SW ,2023-10-08 09:39:33,SW,-114.10033603016,51.04438370057,Pedestrian incident - EMS on site
 Southbound 52 Street and 26 Avenue NE ,2023-10-07 15:35:58,NE,-113.95850372591,51.07631641856,Pedestrian incident - EMS on site
 Eastbound 9 Avenue and 5 Street SW ,2023-10-07 15:32:31,SW,-114.07400937239,51.04490783991,Pedestrian incident - EMS on site
 Cranston Avenue and Cranarch Road SE ,2023-10-06 08:29:51,SE,-113.97618782699,50.87887621751,Pedestrian incident - EMS on site
 76 Avenue and 18 Street SE ,2023-10-05 18:09:45,SE,-114.01594913447,50.98504818595,Pedestrian incident - EMS on site
 52 Avenue and 40 Street NE ,2023-10-05 16:34:07,NE,-113.97618857492,51.10012122909,Pedestrian incident - EMS on site
 6 Avenue and 3 Street SE ,2023-10-04 14:40:48,NE,-114.05550763576,51.04723618328,Pedestrian incident - EMS on site
 19 Street and 8 Avenue NE ,2023-09-30 21:29:59,NE,-114.01329787227,51.05960461731,Pedestrian incident - EMS on site
 Southbound 26 Street and 19 Avenue SE ,2023-09-27 16:23:21,SE,-113.99579447965,51.03596096409,Pedestrian incident - EMS on site
 4 Avenue and Macleod Trail SE ,2023-09-26 16:34:42,NE,-114.05784152244,51.04919004788,Pedestrian incident - EMS on site
 1 Avenue and 8a Street NE ,2023-09-26 15:42:52,NE,-114.04169245993,51.05325245786,Pedestrian incident - EMS on site
 14 Street and 38 Avenue SW ,2023-09-24 19:46:30,SW,-114.09468551044,51.0201400792,Pedestrian incident - EMS on site
 Country Hills Boulevard and Country Village Way NE ,2023-09-23 01:35:05,NE,-114.06099302805,51.15424953953,Pedestrian incident - EMS on site
